11.12.2018 14:28:18: 	null , null , null , RPM Bath Sensor: 2209
11.12.2018 14:50:52: 	Temperature: 36 , Humidity: 76 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 916
11.12.2018 14:50:52: 	Temperature: 36 , Humidity: 76 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 655
11.12.2018 14:50:52: 	Temperature: 25 , Humidity: 76 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 655
11.12.2018 14:50:53: 	Temperature: 25 , Humidity: 55 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 655
11.12.2018 14:50:53: 	Temperature: 25 , Humidity: 55 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 655
11.12.2018 14:50:53: 	Temperature: 25 , Humidity: 55 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 1208
11.12.2018 14:50:53: 	Temperature: 14 , Humidity: 55 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 1208
11.12.2018 14:50:54: 	Temperature: 14 , Humidity: 77 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 1208
11.12.2018 14:50:54: 	Temperature: 14 , Humidity: 77 , Fensterzustand: Fenster offen , RPM Bath Sensor: 1208
11.12.2018 14:50:54: 	Temperature: 14 , Humidity: 77 , Fensterzustand: Fenster offen , RPM Bath Sensor: 1948
11.12.2018 14:50:54: 	Temperature: 20 , Humidity: 77 , Fensterzustand: Fenster offen , RPM Bath Sensor: 1948
11.12.2018 14:50:55: 	Temperature: 20 , Humidity: 76 , Fensterzustand: Fenster offen , RPM Bath Sensor: 1948
11.12.2018 14:50:55: 	Temperature: 20 , Humidity: 76 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 1948
11.12.2018 14:50:55: 	Temperature: 20 , Humidity: 76 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 1441
11.12.2018 14:50:55: 	Temperature: 23 , Humidity: 76 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 1441
11.12.2018 14:50:56: 	Temperature: 23 , Humidity: 31 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 1441
11.12.2018 14:50:56: 	Temperature: 23 , Humidity: 31 , Fensterzustand: Fenster offen , RPM Bath Sensor: 1441
11.12.2018 14:50:56: 	Temperature: 23 , Humidity: 31 , Fensterzustand: Fenster offen , RPM Bath Sensor: 1828
11.12.2018 14:50:56: 	Temperature: 13 , Humidity: 31 , Fensterzustand: Fenster offen , RPM Bath Sensor: 1828
11.12.2018 14:50:57: 	Temperature: 13 , Humidity: 22 , Fensterzustand: Fenster offen , RPM Bath Sensor: 1828
11.12.2018 14:50:57: 	Temperature: 13 , Humidity: 22 , Fensterzustand: Fenster offen , RPM Bath Sensor: 1828
11.12.2018 14:50:57: 	Temperature: 13 , Humidity: 22 , Fensterzustand: Fenster offen , RPM Bath Sensor: 3250
11.12.2018 14:50:57: 	Temperature: 25 , Humidity: 22 , Fensterzustand: Fenster offen , RPM Bath Sensor: 3250
11.12.2018 14:50:58: 	Temperature: 25 , Humidity: 57 , Fensterzustand: Fenster offen , RPM Bath Sensor: 3250
11.12.2018 14:50:58: 	Temperature: 25 , Humidity: 57 , Fensterzustand: Fenster offen , RPM Bath Sensor: 3250
11.12.2018 14:50:58: 	Temperature: 25 , Humidity: 57 , Fensterzustand: Fenster offen , RPM Bath Sensor: 1493
11.12.2018 14:50:58: 	Temperature: 23 , Humidity: 57 , Fensterzustand: Fenster offen , RPM Bath Sensor: 1493
11.12.2018 14:50:59: 	Temperature: 23 , Humidity: 57 , Fensterzustand: Fenster offen , RPM Bath Sensor: 1493
11.12.2018 14:50:59: 	Temperature: 23 , Humidity: 57 , Fensterzustand: Fenster offen , RPM Bath Sensor: 2484
11.12.2018 14:50:59: 	Temperature: 23 , Humidity: 57 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2484
11.12.2018 14:50:59: 	Temperature: 19 , Humidity: 57 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2484
11.12.2018 14:51:00: 	Temperature: 19 , Humidity: 25 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2484
11.12.2018 14:51:00: 	Temperature: 19 , Humidity: 25 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 1751
11.12.2018 14:51:00: 	Temperature: 19 , Humidity: 25 , Fensterzustand: Fenster offen , RPM Bath Sensor: 1751
11.12.2018 14:51:00: 	Temperature: 31 , Humidity: 25 , Fensterzustand: Fenster offen , RPM Bath Sensor: 1751
11.12.2018 14:51:01: 	Temperature: 31 , Humidity: 38 , Fensterzustand: Fenster offen , RPM Bath Sensor: 1751
11.12.2018 14:51:01: 	Temperature: 31 , Humidity: 38 , Fensterzustand: Fenster offen , RPM Bath Sensor: 1751
11.12.2018 14:51:01: 	Temperature: 31 , Humidity: 38 , Fensterzustand: Fenster offen , RPM Bath Sensor: 3863
11.12.2018 14:51:01: 	Temperature: 16 , Humidity: 38 , Fensterzustand: Fenster offen , RPM Bath Sensor: 3863
11.12.2018 14:51:02: 	Temperature: 16 , Humidity: 54 , Fensterzustand: Fenster offen , RPM Bath Sensor: 3863
11.12.2018 14:51:02: 	Temperature: 16 , Humidity: 54 , Fensterzustand: Fenster offen , RPM Bath Sensor: 3863
11.12.2018 14:51:02: 	Temperature: 16 , Humidity: 54 , Fensterzustand: Fenster offen , RPM Bath Sensor: 2732
11.12.2018 14:51:02: 	Temperature: 23 , Humidity: 54 , Fensterzustand: Fenster offen , RPM Bath Sensor: 2732
11.12.2018 14:51:03: 	Temperature: 23 , Humidity: 78 , Fensterzustand: Fenster offen , RPM Bath Sensor: 2732
11.12.2018 14:51:03: 	Temperature: 23 , Humidity: 78 , Fensterzustand: Fenster offen , RPM Bath Sensor: 2708
11.12.2018 14:51:03: 	Temperature: 23 , Humidity: 78 , Fensterzustand: Fenster offen , RPM Bath Sensor: 2708
11.12.2018 14:51:03: 	Temperature: 23 , Humidity: 78 , Fensterzustand: Fenster offen , RPM Bath Sensor: 2708
11.12.2018 14:51:04: 	Temperature: 23 , Humidity: 67 , Fensterzustand: Fenster offen , RPM Bath Sensor: 2708
11.12.2018 14:51:04: 	Temperature: 23 , Humidity: 67 , Fensterzustand: Fenster offen , RPM Bath Sensor: 2708
11.12.2018 14:51:04: 	Temperature: 23 , Humidity: 67 , Fensterzustand: Fenster offen , RPM Bath Sensor: 2684
11.12.2018 14:51:04: 	Temperature: 35 , Humidity: 67 , Fensterzustand: Fenster offen , RPM Bath Sensor: 2684
11.12.2018 14:51:05: 	Temperature: 35 , Humidity: 68 , Fensterzustand: Fenster offen , RPM Bath Sensor: 2684
11.12.2018 14:51:05: 	Temperature: 35 , Humidity: 68 , Fensterzustand: Fenster offen , RPM Bath Sensor: 2684
11.12.2018 14:51:05: 	Temperature: 35 , Humidity: 68 , Fensterzustand: Fenster offen , RPM Bath Sensor: 2219
11.12.2018 14:51:05: 	Temperature: 25 , Humidity: 68 , Fensterzustand: Fenster offen , RPM Bath Sensor: 2219
11.12.2018 14:51:06: 	Temperature: 25 , Humidity: 76 , Fensterzustand: Fenster offen , RPM Bath Sensor: 2219
11.12.2018 14:51:06: 	Temperature: 25 , Humidity: 76 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2219
11.12.2018 14:51:06: 	Temperature: 25 , Humidity: 76 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2996
11.12.2018 14:51:06: 	Temperature: 14 , Humidity: 76 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2996
11.12.2018 14:51:07: 	Temperature: 14 , Humidity: 31 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2996
11.12.2018 14:51:07: 	Temperature: 14 , Humidity: 31 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2996
11.12.2018 14:51:07: 	Temperature: 14 , Humidity: 31 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 1903
11.12.2018 14:51:07: 	Temperature: 17 , Humidity: 31 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 1903
11.12.2018 14:51:08: 	Temperature: 17 , Humidity: 41 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 1903
11.12.2018 14:51:08: 	Temperature: 17 , Humidity: 41 , Fensterzustand: Fenster offen , RPM Bath Sensor: 1903
11.12.2018 14:51:08: 	Temperature: 17 , Humidity: 41 , Fensterzustand: Fenster offen , RPM Bath Sensor: 2347
11.12.2018 14:51:09: 	Temperature: 12 , Humidity: 41 , Fensterzustand: Fenster offen , RPM Bath Sensor: 2347
11.12.2018 14:51:09: 	Temperature: 12 , Humidity: 56 , Fensterzustand: Fenster offen , RPM Bath Sensor: 2347
11.12.2018 14:51:09: 	Temperature: 12 , Humidity: 56 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2347
11.12.2018 14:51:09: 	Temperature: 12 , Humidity: 56 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 3683
11.12.2018 14:51:10: 	Temperature: 12 , Humidity: 56 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 3683
11.12.2018 14:51:10: 	Temperature: 12 , Humidity: 53 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 3683
11.12.2018 14:51:10: 	Temperature: 12 , Humidity: 53 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 3683
11.12.2018 14:51:11: 	Temperature: 12 , Humidity: 53 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 3874
11.12.2018 14:51:11: 	Temperature: 20 , Humidity: 53 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 3874
11.12.2018 14:51:11: 	Temperature: 20 , Humidity: 58 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 3874
11.12.2018 14:51:11: 	Temperature: 20 , Humidity: 58 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 3874
11.12.2018 14:51:11: 	Temperature: 20 , Humidity: 58 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2003
11.12.2018 14:51:12: 	Temperature: 39 , Humidity: 58 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2003
11.12.2018 14:51:12: 	Temperature: 39 , Humidity: 66 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2003
11.12.2018 14:51:12: 	Temperature: 39 , Humidity: 66 , Fensterzustand: Fenster offen , RPM Bath Sensor: 2003
11.12.2018 14:51:12: 	Temperature: 39 , Humidity: 66 , Fensterzustand: Fenster offen , RPM Bath Sensor: 3518
11.12.2018 14:51:13: 	Temperature: 25 , Humidity: 66 , Fensterzustand: Fenster offen , RPM Bath Sensor: 3518
11.12.2018 14:51:13: 	Temperature: 25 , Humidity: 69 , Fensterzustand: Fenster offen , RPM Bath Sensor: 3518
11.12.2018 14:51:13: 	Temperature: 25 , Humidity: 69 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 3518
11.12.2018 14:51:14: 	Temperature: 25 , Humidity: 69 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 1492
11.12.2018 14:51:14: 	Temperature: 13 , Humidity: 69 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 1492
11.12.2018 14:51:14: 	Temperature: 13 , Humidity: 64 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 1492
11.12.2018 14:51:14: 	Temperature: 13 , Humidity: 64 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 1492
11.12.2018 14:51:15: 	Temperature: 13 , Humidity: 64 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 3710
11.12.2018 14:51:15: 	Temperature: 30 , Humidity: 64 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 3710
11.12.2018 14:51:15: 	Temperature: 30 , Humidity: 36 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 3710
11.12.2018 14:51:16: 	Temperature: 30 , Humidity: 36 , Fensterzustand: Fenster offen , RPM Bath Sensor: 3710
11.12.2018 14:51:16: 	Temperature: 30 , Humidity: 36 , Fensterzustand: Fenster offen , RPM Bath Sensor: 3791
11.12.2018 14:51:16: 	Temperature: 16 , Humidity: 36 , Fensterzustand: Fenster offen , RPM Bath Sensor: 3791
11.12.2018 14:51:16: 	Temperature: 16 , Humidity: 20 , Fensterzustand: Fenster offen , RPM Bath Sensor: 3791
11.12.2018 14:51:17: 	Temperature: 16 , Humidity: 20 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 3791
11.12.2018 14:51:17: 	Temperature: 16 , Humidity: 20 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 1150
11.12.2018 14:51:17: 	Temperature: 18 , Humidity: 20 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 1150
11.12.2018 14:51:17: 	Temperature: 18 , Humidity: 60 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 1150
11.12.2018 14:51:18: 	Temperature: 18 , Humidity: 60 , Fensterzustand: Fenster offen , RPM Bath Sensor: 1150
11.12.2018 14:51:18: 	Temperature: 18 , Humidity: 60 , Fensterzustand: Fenster offen , RPM Bath Sensor: 1620
11.12.2018 14:51:18: 	Temperature: 33 , Humidity: 60 , Fensterzustand: Fenster offen , RPM Bath Sensor: 1620
11.12.2018 14:51:18: 	Temperature: 33 , Humidity: 47 , Fensterzustand: Fenster offen , RPM Bath Sensor: 1620
11.12.2018 14:51:19: 	Temperature: 33 , Humidity: 47 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 1620
11.12.2018 14:51:19: 	Temperature: 33 , Humidity: 47 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 509
11.12.2018 14:51:19: 	Temperature: 34 , Humidity: 47 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 509
11.12.2018 14:51:19: 	Temperature: 34 , Humidity: 59 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 509
11.12.2018 14:51:20: 	Temperature: 34 , Humidity: 59 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 509
11.12.2018 14:51:20: 	Temperature: 34 , Humidity: 59 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 3309
11.12.2018 14:51:20: 	Temperature: 39 , Humidity: 59 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 3309
11.12.2018 14:51:20: 	Temperature: 39 , Humidity: 29 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 3309
11.12.2018 14:51:21: 	Temperature: 39 , Humidity: 29 , Fensterzustand: Fenster offen , RPM Bath Sensor: 3309
11.12.2018 14:51:21: 	Temperature: 39 , Humidity: 29 , Fensterzustand: Fenster offen , RPM Bath Sensor: 1694
11.12.2018 14:51:21: 	Temperature: 20 , Humidity: 29 , Fensterzustand: Fenster offen , RPM Bath Sensor: 1694
11.12.2018 14:51:21: 	Temperature: 20 , Humidity: 41 , Fensterzustand: Fenster offen , RPM Bath Sensor: 1694
11.12.2018 14:51:22: 	Temperature: 20 , Humidity: 41 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 1694
11.12.2018 14:51:22: 	Temperature: 20 , Humidity: 41 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 986
11.12.2018 14:51:22: 	Temperature: 28 , Humidity: 41 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 986
11.12.2018 14:51:22: 	Temperature: 28 , Humidity: 43 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 986
11.12.2018 14:51:23: 	Temperature: 28 , Humidity: 43 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 986
11.12.2018 14:51:23: 	Temperature: 28 , Humidity: 43 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2716
11.12.2018 14:51:23: 	Temperature: 33 , Humidity: 43 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2716
11.12.2018 14:51:23: 	Temperature: 33 , Humidity: 64 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2716
11.12.2018 14:51:24: 	Temperature: 33 , Humidity: 64 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2716
11.12.2018 14:51:24: 	Temperature: 33 , Humidity: 64 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 3677
11.12.2018 14:51:24: 	Temperature: 36 , Humidity: 64 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 3677
11.12.2018 14:51:24: 	Temperature: 36 , Humidity: 69 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 3677
11.12.2018 14:51:25: 	Temperature: 36 , Humidity: 69 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 3677
11.12.2018 14:51:25: 	Temperature: 36 , Humidity: 69 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2799
11.12.2018 14:51:25: 	Temperature: 32 , Humidity: 69 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2799
11.12.2018 14:51:25: 	Temperature: 32 , Humidity: 46 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2799
11.12.2018 14:51:26: 	Temperature: 32 , Humidity: 46 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2799
11.12.2018 14:51:26: 	Temperature: 32 , Humidity: 46 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2317
11.12.2018 14:51:26: 	Temperature: 36 , Humidity: 46 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2317
11.12.2018 14:51:27: 	Temperature: 36 , Humidity: 77 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2317
11.12.2018 14:51:27: 	Temperature: 36 , Humidity: 77 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2317
11.12.2018 14:51:27: 	Temperature: 23 , Humidity: 77 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2317
11.12.2018 14:51:27: 	Temperature: 23 , Humidity: 77 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2861
11.12.2018 14:51:28: 	Temperature: 23 , Humidity: 76 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2861
11.12.2018 14:51:28: 	Temperature: 23 , Humidity: 76 , Fensterzustand: Fenster offen , RPM Bath Sensor: 2861
11.12.2018 14:51:28: 	Temperature: 23 , Humidity: 76 , Fensterzustand: Fenster offen , RPM Bath Sensor: 3745
11.12.2018 14:51:28: 	Temperature: 40 , Humidity: 76 , Fensterzustand: Fenster offen , RPM Bath Sensor: 3745
11.12.2018 14:51:29: 	Temperature: 40 , Humidity: 33 , Fensterzustand: Fenster offen , RPM Bath Sensor: 3745
11.12.2018 14:51:29: 	Temperature: 40 , Humidity: 33 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 3745
11.12.2018 14:51:29: 	Temperature: 40 , Humidity: 33 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 1088
11.12.2018 14:51:29: 	Temperature: 30 , Humidity: 33 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 1088
11.12.2018 14:51:30: 	Temperature: 30 , Humidity: 75 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 1088
11.12.2018 14:51:30: 	Temperature: 30 , Humidity: 75 , Fensterzustand: Fenster offen , RPM Bath Sensor: 1088
11.12.2018 14:51:30: 	Temperature: 30 , Humidity: 75 , Fensterzustand: Fenster offen , RPM Bath Sensor: 1848
11.12.2018 14:51:30: 	Temperature: 10 , Humidity: 75 , Fensterzustand: Fenster offen , RPM Bath Sensor: 1848
11.12.2018 14:51:31: 	Temperature: 10 , Humidity: 21 , Fensterzustand: Fenster offen , RPM Bath Sensor: 1848
11.12.2018 14:51:31: 	Temperature: 10 , Humidity: 21 , Fensterzustand: Fenster offen , RPM Bath Sensor: 1848
11.12.2018 14:51:31: 	Temperature: 10 , Humidity: 21 , Fensterzustand: Fenster offen , RPM Bath Sensor: 1848
11.12.2018 14:51:31: 	Temperature: 10 , Humidity: 21 , Fensterzustand: Fenster offen , RPM Bath Sensor: 2844
11.12.2018 14:51:32: 	Temperature: 10 , Humidity: 35 , Fensterzustand: Fenster offen , RPM Bath Sensor: 2844
11.12.2018 14:51:32: 	Temperature: 10 , Humidity: 35 , Fensterzustand: Fenster offen , RPM Bath Sensor: 2844
11.12.2018 14:51:32: 	Temperature: 23 , Humidity: 35 , Fensterzustand: Fenster offen , RPM Bath Sensor: 2844
11.12.2018 14:51:32: 	Temperature: 23 , Humidity: 35 , Fensterzustand: Fenster offen , RPM Bath Sensor: 1895
11.12.2018 14:51:33: 	Temperature: 23 , Humidity: 27 , Fensterzustand: Fenster offen , RPM Bath Sensor: 1895
11.12.2018 14:51:33: 	Temperature: 23 , Humidity: 27 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 1895
11.12.2018 14:51:33: 	Temperature: 23 , Humidity: 27 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2758
11.12.2018 14:51:33: 	Temperature: 33 , Humidity: 27 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2758
11.12.2018 14:51:34: 	Temperature: 33 , Humidity: 51 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2758
11.12.2018 14:51:34: 	Temperature: 33 , Humidity: 51 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2758
11.12.2018 14:51:34: 	Temperature: 36 , Humidity: 51 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2758
11.12.2018 14:51:34: 	Temperature: 36 , Humidity: 51 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2666
11.12.2018 14:51:35: 	Temperature: 36 , Humidity: 26 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2666
11.12.2018 14:51:35: 	Temperature: 36 , Humidity: 26 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2666
11.12.2018 14:51:35: 	Temperature: 36 , Humidity: 26 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 3814
11.12.2018 14:51:35: 	Temperature: 18 , Humidity: 26 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 3814
11.12.2018 14:51:36: 	Temperature: 18 , Humidity: 72 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 3814
11.12.2018 14:51:36: 	Temperature: 18 , Humidity: 72 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 3814
11.12.2018 14:51:36: 	Temperature: 11 , Humidity: 72 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 3814
11.12.2018 14:51:36: 	Temperature: 11 , Humidity: 72 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 1309
11.12.2018 14:51:37: 	Temperature: 11 , Humidity: 36 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 1309
11.12.2018 14:51:37: 	Temperature: 11 , Humidity: 36 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 1309
11.12.2018 14:51:37: 	Temperature: 11 , Humidity: 36 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 767
11.12.2018 14:51:37: 	Temperature: 33 , Humidity: 36 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 767
11.12.2018 14:51:38: 	Temperature: 33 , Humidity: 47 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 767
11.12.2018 14:51:38: 	Temperature: 33 , Humidity: 47 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 767
11.12.2018 14:51:38: 	Temperature: 12 , Humidity: 47 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 767
11.12.2018 14:51:38: 	Temperature: 12 , Humidity: 47 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2268
11.12.2018 14:51:39: 	Temperature: 12 , Humidity: 32 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2268
11.12.2018 14:51:39: 	Temperature: 12 , Humidity: 32 , Fensterzustand: Fenster geschlossen , RPM Bath Sensor: 2268
